date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:54:10	534/534	---M-Z	404	error ('NOT%20FOUND')	text/html	date:Tue,%2017%20Aug%202021%2009:54:09%20GMT	http://abmconsulting.pl/robots.txt		(from )
09:54:10	19343/19343	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2009:54:10%20GMT	http://abmconsulting.pl/	abmconsulting.pl/index.html	(from )
09:54:11	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%2247e-50964bf55bcc0%22	http://abmconsulting.pl/site_media/images/favicon.ico	abmconsulting.pl/site_media/images/favicon.ico	(from http://abmconsulting.pl/)
09:54:12	2243/2243	---M--	200	added ('OK')	text/css	etag:%228c3-50964bf55bcc0%22	http://abmconsulting.pl/site_media/css/basic.css	abmconsulting.pl/site_media/css/basic.css	(from http://abmconsulting.pl/)
09:54:13	25936/25936	---M--	200	added ('OK')	text/css	etag:%226550-53fc3e5323a00%22	http://abmconsulting.pl/site_media/css/style.css	abmconsulting.pl/site_media/css/style.css	(from http://abmconsulting.pl/)
09:54:14	3836/3836	---M--	200	added ('OK')	text/css	etag:%22efc-50964bf55bcc0%22	http://abmconsulting.pl/site_media/external/jquery.bxslider/jquery.bxslider.css	abmconsulting.pl/site_media/external/jquery.bxslider/jquery.bxslider.css	(from http://abmconsulting.pl/)
09:54:15	2320/2320	---M--	200	added ('OK')	application/javascript	etag:%22910-50964bf55bcc0%22	http://abmconsulting.pl/site_media/js/jquery.cookie.js	abmconsulting.pl/site_media/js/jquery.cookie.js	(from http://abmconsulting.pl/)
09:54:16	2057/2057	---M--	200	added ('OK')	application/javascript	etag:%22809-52b92a2235f40%22	http://abmconsulting.pl/site_media/js/mobmenu-script.js	abmconsulting.pl/site_media/js/mobmenu-script.js	(from http://abmconsulting.pl/)
09:54:17	5464/5464	---M--	200	added ('OK')	application/javascript	etag:%221558-50964bf55bcc0%22	http://abmconsulting.pl/site_media/js/prefixfree.min.js	abmconsulting.pl/site_media/js/prefixfree.min.js	(from http://abmconsulting.pl/)
09:54:18	19359/19359	---M--	200	added ('OK')	application/javascript	etag:%224b9f-50964bf55bcc0%22	http://abmconsulting.pl/site_media/external/jquery.bxslider/jquery.bxslider.min.js	abmconsulting.pl/site_media/external/jquery.bxslider/jquery.bxslider.min.js	(from http://abmconsulting.pl/)
09:54:19	485/485	---M--	200	added ('OK')	application/javascript	etag:%221e5-50964bf55bcc0%22	http://abmconsulting.pl/site_media/js/main.js	abmconsulting.pl/site_media/js/main.js	(from http://abmconsulting.pl/)
09:54:20	762/762	---M--	200	added ('OK')	application/javascript	etag:%222fa-50964bf55bcc0%22	http://abmconsulting.pl/site_media/js/scripts.js	abmconsulting.pl/site_media/js/scripts.js	(from http://abmconsulting.pl/)
09:54:21	3361/3361	---M--	200	added ('OK')	image/png	etag:%22d21-50964bf55bcc0%22	http://abmconsulting.pl/site_media/images/logo.png	abmconsulting.pl/site_media/images/logo.png	(from http://abmconsulting.pl/)
09:54:22	0/0	---M--	301	error ('MOVED%20PERMANENTLY')	text/html	date:Tue,%2017%20Aug%202021%2009:54:22%20GMT	http://abmconsulting.pl/pl/o-nas/35,10,0?prv=1477389009.06&md5=3cd70287e3efc6d6424e49843b7a626102ac3c234e6332151a912864	abmconsulting.pl/pl/o-nas/35,10,06828	(from http://abmconsulting.pl/)
09:54:23	21982/21982	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2009:54:23%20GMT	http://abmconsulting.pl/pl/zaproszenie-do-wspolpracy/35,10,0	abmconsulting.pl/pl/zaproszenie-do-wspolpracy/35,10,0.html	(from http://abmconsulting.pl/)
09:54:24	0/0	---M--	301	error ('MOVED%20PERMANENTLY')	text/html	date:Tue,%2017%20Aug%202021%2009:54:24%20GMT	http://abmconsulting.pl/pl/zarzad/36,10,0?prv=1477391832.45&md5=91b5a4f225b661fa55fd03f34173ed138bf18c36eb157d660336e3a6	abmconsulting.pl/pl/zarzad/36,10,0.d20d2.delayed	(from http://abmconsulting.pl/)
09:54:25	27654/27654	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2009:54:25%20GMT	http://abmconsulting.pl/pl/zbmoskal-opis-wyksztalcenia-i-doswiadczenia-zawodowego/36,10,0	abmconsulting.pl/pl/zbmoskal-opis-wyksztalcenia-i-doswiadczenia-zawodowego/36,10,0.html	(from http://abmconsulting.pl/)
09:54:26	20056/20056	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2009:54:26%20GMT	http://abmconsulting.pl/pl/interim-management/1,10,24	abmconsulting.pl/pl/interim-management/1,10,24.html	(from http://abmconsulting.pl/)
09:54:27	21865/21865	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2009:54:27%20GMT	http://abmconsulting.pl/pl/doradztwo-biznesowe-dla-firm/4,10,7	abmconsulting.pl/pl/doradztwo-biznesowe-dla-firm/4,10,7.html	(from http://abmconsulting.pl/)
09:54:28	24210/24210	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2009:54:28%20GMT	http://abmconsulting.pl/pl/doradztwo-strategiczne-i-operacyjne-dla-przedsiebiorstw-w-fazie-rozwoju/5,10,101	abmconsulting.pl/pl/doradztwo-strategiczne-i-operacyjne-dla-przedsiebiorstw-w-fazie-rozwoju/5,10,101.html	(from http://abmconsulting.pl/)
09:54:29	24435/24435	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2009:54:29%20GMT	http://abmconsulting.pl/pl/doradztwo-strategiczne-i-operacyjne-dla-przedsiebiorstw-w-fazie-ekonomizacji-form-i-metod-dzialalnosci/6,10,102	abmconsulting.pl/pl/doradztwo-strategiczne-i-operacyjne-dla-przedsiebiorstw-w-fazie-ekonomizacji-form-i-metod-dzialalnosci/6,10,102.html	(from http://abmconsulting.pl/)
09:54:30	22668/22668	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2009:54:30%20GMT	http://abmconsulting.pl/pl/doradztwo-strategiczne-i-operacyjne-dla-przedsiebiorstw-w-fazie-re-pozycjonowania-wyrobow-ilub-uslug/7,10,104	abmconsulting.pl/pl/doradztwo-strategiczne-i-operacyjne-dla-przedsiebiorstw-w-fazie-re-pozycjonowania-wyrobow-ilub-uslug/7,10,104.html	(from http://abmconsulting.pl/)
09:54:31	22928/22928	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2009:54:31%20GMT	http://abmconsulting.pl/pl/coaching/8,10,105	abmconsulting.pl/pl/coaching/8,10,105.html	(from http://abmconsulting.pl/)
09:54:32	21107/21107	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2009:54:32%20GMT	http://abmconsulting.pl/pl/coaching-biznesowy/9,10,109	abmconsulting.pl/pl/coaching-biznesowy/9,10,109.html	(from http://abmconsulting.pl/)
09:54:33	20739/20739	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2009:54:33%20GMT	http://abmconsulting.pl/pl/coaching-menedzerski/10,10,110	abmconsulting.pl/pl/coaching-menedzerski/10,10,110.html	(from http://abmconsulting.pl/)
